5,98.79
706305,0.74,-0.16,10.67,22.24,101503.05,98.79
706405,0.79,-0.16,10.76,22.24,101503.05,98.79
706505,0.80,-0.18,10.70,22.24,101503.48,98.75
706605,0.76,-0.16,10.69,22.24,101503.48,98.75
706705,0.75,-0.13,10.61,22.24,101503.48,98.75
706805,0.72,-0.18,10.75,22.24,101503.48,98.75
706846,0.77,-0.16,10.69,22.24,101503.48,98.75,4339.0337N,7926.2466W
706905,0.75,-0.19,10.74,22.24,101503.48,98.75
707005,0.79,-0.16,10.65,22.24,101503.16,98.78
707105,0.80,-0.15,10.65,22.24,101503.16,98.78
707205,0.78,-0.15,10.67,22.24,101503.16,98.78
707305,0.80,-0.12,10.69,22.24,101503.16,98.78
707405,0.79,-0.21,10.64,22.24,101503.00,98.79
707505,0.77,-0.14,10.80,22.24,101503.00,98.79
707605,0.76,-0.15,10.60,22.24,101503.00,98.79
707705,0.71,-0.18,10.77,22.24,101503.00,98.79
707805,0.75,-0.15,10.65,22.24,101503.00,98.79
707845,0.78,-0.16,10.63,22.24,101503.00,98.79,4339.0337N,7926.2466W
707905,0.72,-0.17,10.70,22.25,101503.06,98.79
708005,0.80,-0.21,10.72,22.25,101503.06,98.79
708105,0.77,-0.17,10.73,22.25,101503.06,98.79
708205,0.74,-0.19,10.72,22.25,101503.06,98.79
708305,0.73,-0.17,10.69,22.25,101503.06,98.79
708405,0.73,-0.19,10.73,22.25,101502.91,98.80
708505,0.73,-0.16,10.75,22.25,101502.91,98.80
708605,0.76,-0.19,10.67,22.25,101502.91,98.80
708705,0.69,-0.16,10.74,22.25,101502.91,98.80
708805,0.73,-0.10,10.78,22.25,101502.91,98.80
708870,0.77,-0.15,10.63,22.25,101502.74,98.81,4339.0337N,7926.2471W
708905,0.80,-0.20,10.70,22.25,101502.74,98.81
709005,0.74,-0.08,10.70,22.25,101502.74,98.81
709105,0.77,-0.22,10.71,22.25,101502.74,98.81
709205,0.74,-0.14,10.75,22.25,101502.74,98.81
709305,0.76,-0.22,10.75,22.25,101503.01,98.79
709405,0.77,-0.19,10.76,22.25,101503.01,98.79
709505,0.81,-0.17,10.66,22.25,101503.01,98.79
709605,0.79,-0.14,10.69,22.25,101503.01,98.79
709705,0.76,-0.19,10.79,22.25,101503.01,98.79
709805,0.80,-0.18,10.69,22.25,101503.01,98.79
709866,0.79,-0.17,10.70,22.25,101503.01,98.79,4339.0337N,7926.2471W
709905,0.80,-0.14,10.72,22.25,101503.01,98.79
710005,0.73,-0.14,10.74,22.25,101503.01,98.79
710105,0.77,-0.16,10.71,22.25,101503.01,98.79
710205,0.74,-0.12,10.67,22.25,101503.01,98.79
710305,0.77,-0.17,10.76,22.25,101502.84,98.80
710405,0.71,-0.23,10.72,22.25,101502.84,98.80
710505,0.81,-0.19,10.74,22.25,101502.84,98.80
710605,0.69,-0.17,10.77,22.25,101502.84,98.80
710705,0.84,-0.17,10.61,22.25,101502.84,98.80
710805,0.79,-0.13,10.78,22.25,101502.68,98.82
710853,0.77,-0.19,10.81,22.25,101502.68,98.82,4339.0337N,7926.2471W
710905,0.71,-0.13,10.70,22.25,101502.68,98.82
711005,0.79,-0.11,10.75,22.25,101502.68,98.82
711105,0.76,-0.13,10.78,22.25,101502.68,98.82
711205,0.79,-0.12,10.70,22.25,101502.68,98.82
711305,0.84,-0.23,10.78,22.25,101502.68,98.82
711405,0.73,-0.21,10.83,22.25,101502.68,98.82
711505,0.79,-0.10,10.75,22.25,101502.68,98.82
711605,0.79,-0.17,10.76,22.25,101502.68,98.82
711705,0.83,-0.16,10.73,22.25,101502.68,98.82
711805,0.79,-0.16,10.60,22.25,101502.68,98.82
711845,0.77,-0.15,10.84,22.25,101502.68,98.82,4339.0337N,7926.2476W
711905,0.77,-0.16,10.67,22.25,101502.68,98.82
712005,0.73,-0.15,10.86,22.25,101502.68,98.82
712105,0.78,-0.14,10.62,22.25,101502.68,98.82
712205,0.73,-0.14,10.73,22.25,101502.91,98.80
712305,0.78,-0.13,10.65,22.25,101502.91,98.80
712405,0.82,-0.21,10.73,22.25,101502.91,98.80
712505,0.75,-0.15,10.76,22.25,101502.91,98.80
712605,0.74,-0.16,10.73,22.25,101502.91,98.80
712705,0.75,-0.16,10.69,22.25,101502.68,98.82
712805,0.77,-0.14,10.77,22.25,101502.68,98.82
712854,0.81,-0.16,10.69,22.25,101502.68,98.82,4339.0337N,7926.2476W
712905,0.72,-0.14,10.63,22.25,101502.68,98.82
713005,0.75,-0.16,10.68,22.25,101502.68,98.82
713105,0.71,-0.11,10.62,22.25,101502.68,98.82
713205,0.71,-0.17,10.67,22.25,101502.68,98.82
713305,0.73,-0.15,10.67,22.25,101502.68,98.82
713405,0.70,-0.15,10.64,22.25,101502.68,98.82
713505,0.78,-0.19,10.68,22.25,101502.68,98.82
713605,0.73,-0.15,10.70,22.25,101502.68,98.82
713705,0.75,-0.18,10.62,22.25,101502.84,98.80
713805,0.81,-0.16,10.70,22.25,101502.84,98.80
713882,0.74,-0.20,10.72,22.25,101502.84,98.80,4339.0337N,7926.2476W
713908,0.78,-0.18,10.65,22.25,101502.84,98.80
714007,0.76,-0.18,10.65,22.25,101502.84,98.80
714107,0.73,-0.17,10.75,22.25,101503.41,98.76
714207,0.76,-0.14,10.71,22.25,101503.41,98.76
714307,0.79,-0.15,10.70,22.25,101503.41,98.76
714407,0.81,-0.17,10.71,22.25,101503.41,98.76
714507,0.76,-0.13,10.83,22.25,101503.41,98.76
714607,0.73,-0.18,10.64,22.25,101503.56,98.74
714707,0.82,-0.23,10.69,22.25,101503.56,98.74
714807,0.76,-0.13,10.59,22.25,101503.56,98.74
714888,0.75,-0.24,10.75,22.25,101503.56,98.74,4339.0332N,7926.2476W
714914,0.73,-0.15,10.71,22.25,101503.56,98.74
715013,0.77,-0.17,10.63,22.25,101503.56,98.74
715113,0.71,-0.23,10.62,22.25,101503.41,98.76
715213,0.74,-0.14,10.68,22.25,101503.41,98.76
715313,0.73,-0.18,10.79,22.25,101503.41,98.76
715413,0.75,-0.19,10.74,22.25,101503.41,98.76
715513,0.70,-0.15,10.69,22.25,101503.41,98.76
715613,0.74,-0.17,10.65,22.25,101503.41,98.76
715713,0.77,-0.18,10.70,22.25,101503.41,98.76
715813,0.77,-0.18,10.67,22.25,101503.41,98.76
715897,0.78,-0.17,10.73,22.25,101503.41,98.76,4339.0332N,7926.2476W
715923,0.82,-0.16,10.66,22.25,101503.41,98.76
716022,0.77,-0.13,10.61,22.25,101503.41,98.76
716122,0.71,-0.17,10.69,22.25,101503.41,98.76
716222,0.72,-0.18,10.66,22.25,101503.41,98.76
716322,0.79,-0.17,10.72,22.25,101503.41,98.76
716422,0.76,-0.18,10.72,22.25,101503.41,98.76
716522,0.73,-0.16,10.81,22.25,101503.24,98.77
716622,0.72,-0.14,10.71,22.25,101503.24,98.77
716722,0.76,-0.15,10.68,22.25,101503.24,98.77
716822,0.72,-0.21,10.65,22.25,101503.24,98.77
716843,0.71,-0.20,10.63,22.25,101503.24,98.77,4339.0332N,7926.2480W
716922,0.80,-0.17,10.71,22.25,101503.24,98.77
717022,0.82,-0.16,10.72,22.25,101503.24,98.77
717122,0.76,-0.15,10.65,22.25,101503.24,98.77
717222,0.73,-0.15,10.74,22.25,101503.24,98.77
717322,0.78,-0.16,10.72,22.25,101503.24,98.77
717422,0.78,-0.19,10.73,22.25,101503.24,98.77
717522,0.77,-0.14,10.74,22.25,101503.67,98.74
717622,0.83,-0.14,10.70,22.25,101503.67,98.74
717722,0.82,-0.15,10.76,22.25,101503.67,98.74
717822,0.81,-0.14,10.71,22.25,101503.67,98.74
717866,0.79,-0.16,10.65,22.25,101503.67,98.74,4339.0332N,7926.2480W
717922,0.73,-0.15,10.75,22.25,101503.51,98.75
718022,0.78,-0.17,10.74,22.25,101503.51,98.75
718122,0.77,-0.21,10.76,22.25,101503.51,98.75
718222,0.75,-0.16,10.60,22.25,101503.51,98.75
718322,0.79,-0.15,10.62,22.25,101503.51,98.75
718422,0.79,-0.17,10.55,22.25,101503.51,98.75
718522,0.73,-0.15,10.74,22.25,101503.51,98.75
718622,0.80,-0.16,10.72,22.25,101503.51,98.75
718722,0.77,-0.14,10.68,22.25,101503.51,98.75
718822,0.78,-0.12,10.64,22.25,101503.51,98.75
718879,0.78,-0.17,10.74,22.25,101503.51,98.75,4339.0332N,7926.2480W
718922,0.70,-0.16,10.72,22.25,101503.51,98.75
719022,0.75,-0.13,10.73,22.25,101503.51,98.75
719122,0.79,-0.14,10.62,22.25,101503.51,98.75
719222,0.85,-0.19,10.74,22.25,101503.51,98.75
719322,0.76,-0.18,10.71,22.25,101503.51,98.75
719422,0.74,-0.20,10.63,22.25,101503.51,98.75
719522,0.70,-0.18,10.78,22.25,101503.51,98.75
719622,0.80,-0.19,10.76,22.25,101503.51,98.75
719722,0.74,-0.12,10.65,22.25,101503.51,98.75
719822,0.75,-0.13,10.78,22.25,101503.51,98.75
719870,0.78,-0.20,10.78,22.25,101503.34,98.76,4339.0332N,7926.2480W
719922,0.80,-0.10,10.70,22.25,101503.34,98.76
720022,0.73,-0.14,10.73,22.25,101503.34,98.76
720122,0.75,-0.13,10.66,22.25,101503.34,98.76
720222,0.78,-0.11,10.66,22.25,101503.34,98.76
720322,0.78,-0.14,10.82,22.25,101503.02,98.79
720422,0.75,-0.20,10.79,22.25,101503.02,98.79
720522,0.74,-0.12,10.62,22.25,101503.02,98.79
720622,0.80,-0.17,10.61,22.25,101503.02,98.79
720722,0.78,-0.13,10.68,22.25,101503.02,98.79
720822,0.77,-0.16,10.70,22.26,101503.28,98.77
720869,0.78,-0.09,10.70,22.26,101503.28,98.77,4339.0332N,7926.2480W
720922,0.82,-0.14,10.68,22.26,101503.28,98.77
721022,0.76,-0.17,10.73,22.26,101503.28,98.77
721122,0.75,-0.15,10.75,22.26,101503.28,98.77
721222,0.76,-0.18,10.71,22.26,101503.28,98.77
721322,0.79,-0.24,10.79,22.26,101503.12,98.78
721422,0.78,-0.16,10.68,22.26,101503.12,98.78
